"Tissue","group","cell_type","gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","change","isTissuespecific","isCellTypespecific"
"189","Bladder","old vs mid","Endothelial cell","HLA-DQB1",1.28e-28,-0.64863567,0.67,0.724,2.18e-24,"DOWN",FALSE,FALSE
"190","Bladder","old vs mid","Endothelial cell","SRGN",1.43e-28,0.659750386,0.841,0.606,2.45e-24,"UP",FALSE,FALSE
"191","Bladder","old vs mid","Endothelial cell","ZFAND2A",7.56e-28,0.699449579,0.403,0.137,1.29e-23,"UP",FALSE,FALSE
"192","Bladder","old vs mid","Endothelial cell","VWA1",1.6e-26,0.67523302,0.593,0.307,2.72e-22,"UP",FALSE,FALSE
"193","Bladder","old vs mid","Endothelial cell","FABP4",9.23e-26,-1.015935018,0.356,0.616,1.57e-21,"DOWN",FALSE,FALSE
"194","Bladder","old vs mid","Endothelial cell","ICAM1",1.38e-25,0.680134078,0.871,0.683,2.35e-21,"UP",FALSE,FALSE
"195","Bladder","old vs mid","Endothelial cell","ZFP36",2.12e-25,0.975871988,0.965,0.884,3.62e-21,"UP",FALSE,FALSE
"196","Bladder","old vs mid","Endothelial cell","ACKR3",3.37e-25,0.911523004,0.334,0.101,5.75e-21,"UP",FALSE,TRUE
"197","Bladder","old vs mid","Endothelial cell","PTGDS",4.46e-25,1.018760847,0.425,0.165,7.61e-21,"UP",FALSE,FALSE
"198","Bladder","old vs mid","Endothelial cell","JUN",7.36e-25,0.84527467,0.943,0.84,1.25e-20,"UP",FALSE,FALSE
"199","Bladder","old vs mid","Endothelial cell","ARRDC3",2.06e-24,0.740107902,0.772,0.559,3.52e-20,"UP",FALSE,FALSE
"200","Bladder","old vs mid","Endothelial cell","NR4A2",3.71e-24,0.760941464,0.566,0.307,6.33e-20,"UP",FALSE,FALSE
"201","Bladder","old vs mid","Endothelial cell","SGK1",3.79e-24,0.707183096,0.533,0.268,6.46e-20,"UP",FALSE,TRUE
"202","Bladder","old vs mid","Endothelial cell","COL4A2",5.61e-23,0.662578805,0.59,0.327,9.56e-19,"UP",FALSE,TRUE
"203","Bladder","old vs mid","Endothelial cell","IER3",8.97e-23,-0.790776352,0.826,0.866,1.53e-18,"DOWN",FALSE,FALSE
"204","Bladder","old vs mid","Endothelial cell","HSPA6",6.42e-22,0.730835807,0.204,0.031,1.09e-17,"UP",FALSE,FALSE
"205","Bladder","old vs mid","Endothelial cell","ADAMTS1",2.11e-21,0.836235587,0.719,0.487,3.59e-17,"UP",FALSE,FALSE
"206","Bladder","old vs mid","Endothelial cell","ID2",4.37e-21,0.833995769,0.667,0.43,7.46e-17,"UP",FALSE,FALSE
"207","Bladder","old vs mid","Endothelial cell","SOX17",8.99e-21,0.694758935,0.58,0.327,1.53e-16,"UP",FALSE,TRUE
"208","Bladder","old vs mid","Endothelial cell","CXCL2",9.11e-21,-0.957461875,0.622,0.652,1.55e-16,"DOWN",FALSE,FALSE
"209","Bladder","old vs mid","Endothelial cell","DNASE1L3",9.52e-18,-0.691349304,0.113,0.242,1.62e-13,"DOWN",FALSE,TRUE
"210","Bladder","old vs mid","Endothelial cell","RGCC",4.58e-15,0.942203835,0.51,0.312,7.81e-11,"UP",FALSE,FALSE
"211","Bladder","old vs mid","Endothelial cell","ACTG2",4.15e-13,-0.899181618,0.039,0.113,7.08e-09,"DOWN",FALSE,FALSE
"212","Bladder","old vs mid","Endothelial cell","VCAM1",2.67e-12,-0.675870873,0.518,0.59,4.56e-08,"DOWN",FALSE,TRUE
"213","Bladder","old vs mid","Endothelial cell","SELE",2.16e-09,0.857120401,0.72,0.59,3.68e-05,"UP",FALSE,FALSE
"214","Bladder","old vs mid","Endothelial cell","TPM2",1.48e-07,-0.700552462,0.209,0.18,0.002529513,"DOWN",FALSE,FALSE
"215","Bladder","old vs mid","Endothelial cell","SERPINE1",3.78e-07,0.713395953,0.322,0.204,0.00643904,"UP",FALSE,FALSE
"216","Bladder","old vs mid","Endothelial cell","IGFBP3",0.003187354,0.760895438,0.279,0.263,1,"UP",FALSE,TRUE
"217","Bladder","old vs mid","Epithelial cell","ACKR1",0,0.951357954,0.475,0.015,0,"UP",FALSE,FALSE
"218","Bladder","old vs mid","Epithelial cell","DNAJB1",0,2.130090558,0.912,0.327,0,"UP",FALSE,FALSE
"219","Bladder","old vs mid","Epithelial cell","FABP4",0,-2.814751291,0.609,0.906,0,"DOWN",FALSE,FALSE
"220","Bladder","old vs mid","Epithelial cell","HSPA1A",0,2.715729302,0.867,0.221,0,"UP",FALSE,FALSE
"221","Bladder","old vs mid","Epithelial cell","HSPA1B",0,1.893682352,0.801,0.213,0,"UP",FALSE,FALSE
"222","Bladder","old vs mid","Epithelial cell","IFI27",0,1.17595105,0.592,0.091,0,"UP",FALSE,TRUE
"223","Bladder","old vs mid","Epithelial cell","KLF4",0,1.425579686,0.815,0.326,0,"UP",FALSE,FALSE
"224","Bladder","old vs mid","Epithelial cell","MIF",0,1.2338247,0.94,0.848,0,"UP",FALSE,FALSE
"225","Bladder","old vs mid","Epithelial cell","POLD4",0,0.796893679,0.583,0.078,0,"UP",FALSE,TRUE
"226","Bladder","old vs mid","Epithelial cell","S100A11",0,-0.856975715,0.948,1,0,"DOWN",FALSE,FALSE
"227","Bladder","old vs mid","Epithelial cell","S100P",0,-1.260076614,0.92,0.996,0,"DOWN",FALSE,FALSE
"228","Bladder","old vs mid","Epithelial cell","TMEM238",0,0.913342375,0.563,0.024,0,"UP",TRUE,TRUE
"229","Bladder","old vs mid","Epithelial cell","UBB",0,1.062525433,0.958,0.871,0,"UP",FALSE,FALSE
"230","Bladder","old vs mid","Epithelial cell","VIM",0,1.125841395,0.566,0.099,0,"UP",FALSE,FALSE
"231","Bladder","old vs mid","Epithelial cell","ZFAND2A",0,2.185185107,0.505,0.114,0,"UP",FALSE,FALSE
"232","Bladder","old vs mid","Epithelial cell","JCHAIN",1.13635098543487e-322,0.870487568,0.414,0.038,1.93770570036354e-318,"UP",FALSE,FALSE
"233","Bladder","old vs mid","Epithelial cell","CD9",8.39725476484412e-315,-1.003166919,0.888,0.981,1.43189988250122e-310,"DOWN",FALSE,FALSE
"234","Bladder","old vs mid","Epithelial cell","BAG3",1.25284088484968e-311,1.401408947,0.595,0.144,2.14e-307,"UP",FALSE,FALSE
"235","Bladder","old vs mid","Epithelial cell","CRIP1",0,0.956322809,0.71,0.205,1.88e-305,"UP",FALSE,FALSE
"236","Bladder","old vs mid","Epithelial cell","HSPA6",1.95e-299,1.511184304,0.315,0.012,3.32e-295,"UP",FALSE,FALSE
"237","Bladder","old vs mid","Epithelial cell","MT2A",4.69e-299,1.73037159,0.728,0.245,8e-295,"UP",FALSE,FALSE
"238","Bladder","old vs mid","Epithelial cell","ID2",2.88e-296,1.505100481,0.717,0.242,4.92e-292,"UP",FALSE,FALSE
"239","Bladder","old vs mid","Epithelial cell","NRARP",3.09e-293,0.904536079,0.469,0.069,5.27e-289,"UP",FALSE,FALSE
"240","Bladder","old vs mid","Epithelial cell","IFITM2",1.08e-291,0.801534491,0.525,0.098,1.84e-287,"UP",FALSE,FALSE
"241","Bladder","old vs mid","Epithelial cell","JUN",2.15e-286,1.814418565,0.897,0.53,3.67e-282,"UP",FALSE,FALSE
"242","Bladder","old vs mid","Epithelial cell","EGR1",1.62e-267,1.263452522,0.637,0.179,2.77e-263,"UP",FALSE,FALSE
"243","Bladder","old vs mid","Epithelial cell","CRTAC1",7.23e-263,1.178270252,0.392,0.053,1.23e-258,"UP",FALSE,TRUE
"244","Bladder","old vs mid","Epithelial cell","SRGN",4.94e-261,0.82519847,0.471,0.084,8.42e-257,"UP",FALSE,FALSE
"245","Bladder","old vs mid","Epithelial cell","SERPINH1",6.72e-258,1.031734984,0.485,0.094,1.15e-253,"UP",FALSE,FALSE
"246","Bladder","old vs mid","Epithelial cell","DDX21",8.93e-258,-1.005556257,0.657,0.757,1.52e-253,"DOWN",FALSE,TRUE
"247","Bladder","old vs mid","Epithelial cell","FOS",2.8e-257,1.365396056,0.882,0.428,4.77e-253,"UP",FALSE,FALSE
"248","Bladder","old vs mid","Epithelial cell","ADM",1.32e-253,0.851137797,0.569,0.144,2.26e-249,"UP",FALSE,FALSE
"249","Bladder","old vs mid","Epithelial cell","RND3",4.35e-253,1.180761846,0.814,0.463,7.42e-249,"UP",FALSE,FALSE
"250","Bladder","old vs mid","Epithelial cell","HAS3",3.5e-243,-1.039395958,0.406,0.537,5.97e-239,"DOWN",FALSE,FALSE
"251","Bladder","old vs mid","Epithelial cell","TOB1",8.45e-235,1.162587571,0.791,0.379,1.44e-230,"UP",FALSE,FALSE
"252","Bladder","old vs mid","Epithelial cell","GADD45B",1.92e-223,1.127660159,0.756,0.314,3.28e-219,"UP",FALSE,FALSE
"253","Bladder","old vs mid","Epithelial cell","CCL2",4.67e-221,0.839164896,0.439,0.088,7.97e-217,"UP",FALSE,FALSE
"254","Bladder","old vs mid","Epithelial cell","JUND",1.91e-220,0.989645277,0.892,0.552,3.26e-216,"UP",FALSE,FALSE
"255","Bladder","old vs mid","Epithelial cell","CYP3A5",5.55e-219,-0.942567624,0.463,0.606,9.47e-215,"DOWN",FALSE,FALSE
"256","Bladder","old vs mid","Epithelial cell","CEBPB",6.44e-212,0.997309682,0.788,0.382,1.1e-207,"UP",FALSE,FALSE
"257","Bladder","old vs mid","Epithelial cell","AVPI1",8.85e-209,0.984530762,0.702,0.287,1.51e-204,"UP",FALSE,TRUE
"258","Bladder","old vs mid","Epithelial cell","ITGA6",2.96e-208,-0.632625554,0.569,0.568,5.04e-204,"DOWN",FALSE,TRUE
"259","Bladder","old vs mid","Epithelial cell","AKR1C1",4.44e-206,-1.334392059,0.474,0.603,7.57e-202,"DOWN",FALSE,FALSE
"260","Bladder","old vs mid","Epithelial cell","FABP5",2.96e-204,-1.227002283,0.881,0.953,5.04e-200,"DOWN",FALSE,FALSE
"261","Bladder","old vs mid","Epithelial cell","SQSTM1",6.22e-200,-0.983828006,0.897,0.961,1.06e-195,"DOWN",FALSE,FALSE
"262","Bladder","old vs mid","Epithelial cell","EDN1",9.95e-200,0.730951473,0.39,0.072,1.7e-195,"UP",FALSE,TRUE
"263","Bladder","old vs mid","Epithelial cell","MMP1",1.32e-199,-2.356956301,0.062,0.397,2.26e-195,"DOWN",TRUE,FALSE
"264","Bladder","old vs mid","Epithelial cell","SELE",3.74e-199,0.697696111,0.216,0.009,6.37e-195,"UP",FALSE,FALSE
"265","Bladder","old vs mid","Epithelial cell","BTG2",1.33e-198,1.026839853,0.865,0.548,2.26e-194,"UP",FALSE,FALSE
"266","Bladder","old vs mid","Epithelial cell","MGST1",4.98e-198,-0.835952574,0.783,0.86,8.48e-194,"DOWN",FALSE,FALSE
"267","Bladder","old vs mid","Epithelial cell","SERTAD1",1.79e-197,0.838894245,0.726,0.312,3.05e-193,"UP",FALSE,FALSE
"268","Bladder","old vs mid","Epithelial cell","HMGA1",6.22e-196,-0.999937414,0.72,0.823,1.06e-191,"DOWN",FALSE,FALSE
"269","Bladder","old vs mid","Epithelial cell","ANKRD37",8.81e-194,0.637560731,0.413,0.087,1.5e-189,"UP",FALSE,FALSE
"270","Bladder","old vs mid","Epithelial cell","EEF2",9.09e-194,0.699643842,0.902,0.798,1.55e-189,"UP",FALSE,TRUE
"271","Bladder","old vs mid","Epithelial cell","DUSP5",5.41e-193,-0.832900338,0.764,0.843,9.22e-189,"DOWN",FALSE,FALSE
"272","Bladder","old vs mid","Epithelial cell","EREG",6.96e-188,0.705756915,0.242,0.018,1.19e-183,"UP",FALSE,FALSE
"273","Bladder","old vs mid","Epithelial cell","FOSL1",3.24e-186,-0.731308525,0.55,0.592,5.52e-182,"DOWN",FALSE,TRUE
"274","Bladder","old vs mid","Epithelial cell","TRIB1",5.86e-185,0.682670421,0.695,0.293,9.99e-181,"UP",FALSE,TRUE
"275","Bladder","old vs mid","Epithelial cell","PHLDA2",3.68e-183,-0.931055118,0.857,0.957,6.27e-179,"DOWN",FALSE,FALSE
"276","Bladder","old vs mid","Epithelial cell","IGFBP7",1.58e-180,0.826556133,0.723,0.331,2.69e-176,"UP",FALSE,FALSE
"277","Bladder","old vs mid","Epithelial cell","FRMD6",1.68e-174,-0.61313733,0.33,0.396,2.86e-170,"DOWN",FALSE,TRUE
"278","Bladder","old vs mid","Epithelial cell","ADAMTS1",5.46e-173,0.618376783,0.327,0.058,9.31e-169,"UP",FALSE,FALSE
"279","Bladder","old vs mid","Epithelial cell","LMO7",5.87e-172,-0.762123624,0.558,0.651,1e-167,"DOWN",FALSE,TRUE
"280","Bladder","old vs mid","Epithelial cell","MT1E",1.45e-171,0.751452704,0.35,0.065,2.48e-167,"UP",FALSE,FALSE
"281","Bladder","old vs mid","Epithelial cell","RASEF",8.64e-171,-0.634019555,0.281,0.381,1.47e-166,"DOWN",FALSE,TRUE
"282","Bladder","old vs mid","Epithelial cell","KLF2",2.25e-170,0.606617273,0.386,0.086,3.84e-166,"UP",FALSE,FALSE
"283","Bladder","old vs mid","Epithelial cell","FEZ2",8.44e-170,-0.603288114,0.375,0.425,1.44e-165,"DOWN",FALSE,TRUE
"284","Bladder","old vs mid","Epithelial cell","MT1X",1.65e-169,0.701224774,0.424,0.107,2.81e-165,"UP",FALSE,FALSE
"285","Bladder","old vs mid","Epithelial cell","CIB1",1.64e-167,-0.617759417,0.733,0.758,2.8e-163,"DOWN",FALSE,TRUE
"286","Bladder","old vs mid","Epithelial cell","HSPD1",6.29e-164,1.070272058,0.815,0.552,1.07e-159,"UP",FALSE,FALSE
"287","Bladder","old vs mid","Epithelial cell","CXCL8",1.77e-163,-1.255822639,0.728,0.894,3.01e-159,"DOWN",FALSE,FALSE
"288","Bladder","old vs mid","Epithelial cell","ITGA2",4.97e-163,-0.735383512,0.424,0.536,8.47e-159,"DOWN",TRUE,TRUE
"289","Bladder","old vs mid","Epithelial cell","RASD1",1.8e-160,-1.127402788,0.153,0.434,3.06e-156,"DOWN",FALSE,FALSE
"290","Bladder","old vs mid","Epithelial cell","MFAP4",3.64e-160,0.791604752,0.264,0.033,6.2e-156,"UP",FALSE,FALSE
"291","Bladder","old vs mid","Epithelial cell","SERPINB1",8.16e-159,-0.94849622,0.452,0.55,1.39e-154,"DOWN",FALSE,TRUE
"292","Bladder","old vs mid","Epithelial cell","HMGB2",7.3e-158,0.671030315,0.471,0.149,1.24e-153,"UP",FALSE,FALSE
"293","Bladder","old vs mid","Epithelial cell","MYC",1.52e-157,-0.891615232,0.643,0.72,2.6e-153,"DOWN",FALSE,FALSE
"294","Bladder","old vs mid","Epithelial cell","RHOB",4.99e-153,0.685396305,0.7,0.334,8.51e-149,"UP",FALSE,FALSE
"295","Bladder","old vs mid","Epithelial cell","CRYAB",6.19e-153,0.67565613,0.22,0.02,1.06e-148,"UP",FALSE,FALSE
"296","Bladder","old vs mid","Epithelial cell","OAS1",4.44e-149,-0.771069184,0.393,0.461,7.58e-145,"DOWN",FALSE,TRUE
"297","Bladder","old vs mid","Epithelial cell","UQCRQ",2.86e-148,-0.742977625,0.896,0.972,4.88e-144,"DOWN",FALSE,FALSE
"298","Bladder","old vs mid","Epithelial cell","TNFRSF12A",2.63e-146,-0.799397198,0.71,0.821,4.49e-142,"DOWN",FALSE,FALSE
"299","Bladder","old vs mid","Epithelial cell","MAFF",5.66e-144,0.756082443,0.817,0.521,9.64e-140,"UP",FALSE,FALSE
"300","Bladder","old vs mid","Epithelial cell","A2M",3.11e-143,0.589181872,0.308,0.063,5.3e-139,"UP",FALSE,FALSE
"301","Bladder","old vs mid","Epithelial cell","DDIT3",4.49e-143,0.779779649,0.444,0.138,7.65e-139,"UP",FALSE,FALSE
"302","Bladder","old vs mid","Epithelial cell","PRDX1",1e-142,-0.635762972,0.861,0.923,1.71e-138,"DOWN",FALSE,TRUE
"303","Bladder","old vs mid","Epithelial cell","FBLN1",9.86e-141,0.70707889,0.673,0.328,1.68e-136,"UP",FALSE,FALSE
"304","Bladder","old vs mid","Epithelial cell","CD55",1.93e-140,-0.652724038,0.815,0.862,3.3e-136,"DOWN",FALSE,FALSE
"305","Bladder","old vs mid","Epithelial cell","NR4A2",4.77e-140,0.617076021,0.523,0.202,8.14e-136,"UP",FALSE,FALSE
"306","Bladder","old vs mid","Epithelial cell","PLAU",2.51e-139,-0.918202191,0.341,0.463,4.27e-135,"DOWN",FALSE,TRUE
"307","Bladder","old vs mid","Epithelial cell","IFITM3",3.76e-139,0.727317783,0.827,0.489,6.4e-135,"UP",FALSE,TRUE
"308","Bladder","old vs mid","Epithelial cell","DUOX2",1.46e-138,-0.656690159,0.168,0.321,2.49e-134,"DOWN",TRUE,TRUE
"309","Bladder","old vs mid","Epithelial cell","TCF4",2.56e-138,0.65206155,0.245,0.034,4.37e-134,"UP",FALSE,TRUE
"310","Bladder","old vs mid","Epithelial cell","LY6E",7.88e-138,0.845037243,0.748,0.443,1.34e-133,"UP",FALSE,TRUE
"311","Bladder","old vs mid","Epithelial cell","HPGD",2.94e-135,-0.859177014,0.607,0.775,5.01e-131,"DOWN",FALSE,FALSE
"312","Bladder","old vs mid","Epithelial cell","HSPA8",1.18e-133,0.841873611,0.9,0.727,2.02e-129,"UP",FALSE,FALSE
"313","Bladder","old vs mid","Epithelial cell","RASGRP3",3.25e-133,-0.611961537,0.253,0.353,5.54e-129,"DOWN",FALSE,TRUE
"314","Bladder","old vs mid","Epithelial cell","TXN",5.53e-133,-0.600661708,0.903,0.978,9.44e-129,"DOWN",FALSE,FALSE
"315","Bladder","old vs mid","Epithelial cell","MFSD2A",1.07e-132,-0.583034715,0.287,0.356,1.82e-128,"DOWN",FALSE,TRUE
"316","Bladder","old vs mid","Epithelial cell","ATF7IP2",1.92e-132,-0.605308539,0.353,0.435,3.28e-128,"DOWN",FALSE,TRUE
"317","Bladder","old vs mid","Epithelial cell","ZFP36L2",2.32e-130,0.579108871,0.708,0.377,3.95e-126,"UP",FALSE,FALSE
"318","Bladder","old vs mid","Epithelial cell","BHLHE40",6.7e-128,0.602049848,0.72,0.385,1.14e-123,"UP",FALSE,TRUE
"319","Bladder","old vs mid","Epithelial cell","STC1",1.02e-126,0.628725293,0.16,0.01,1.74e-122,"UP",FALSE,FALSE
"320","Bladder","old vs mid","Epithelial cell","IER3",3.51e-123,-0.596340185,0.845,0.87,5.98e-119,"DOWN",FALSE,FALSE
"321","Bladder","old vs mid","Epithelial cell","LYPD3",3.91e-123,-0.722906336,0.486,0.505,6.66e-119,"DOWN",FALSE,FALSE
"322","Bladder","old vs mid","Epithelial cell","ID3",1.14e-122,0.994865773,0.74,0.413,1.94e-118,"UP",FALSE,FALSE
"323","Bladder","old vs mid","Epithelial cell","PTGDS",2.25e-122,0.635520988,0.235,0.039,3.84e-118,"UP",FALSE,FALSE
"324","Bladder","old vs mid","Epithelial cell","CSTB",5.25e-119,-0.709683752,0.916,0.985,8.96e-115,"DOWN",FALSE,FALSE
"325","Bladder","old vs mid","Epithelial cell","CKS2",2.35e-116,0.824672665,0.647,0.334,4.01e-112,"UP",FALSE,FALSE
"326","Bladder","old vs mid","Epithelial cell","C11orf96",3.85e-116,0.607719549,0.703,0.387,6.57e-112,"UP",FALSE,FALSE
"327","Bladder","old vs mid","Epithelial cell","CCL20",5.55e-116,-1.837971021,0.245,0.504,9.47e-112,"DOWN",FALSE,FALSE
"328","Bladder","old vs mid","Epithelial cell","HLA-DRB5",1.7e-113,-0.860980076,0.011,0.205,2.9e-109,"DOWN",FALSE,FALSE
"329","Bladder","old vs mid","Epithelial cell","HES4",4.4e-113,-0.586494961,0.785,0.837,7.5e-109,"DOWN",FALSE,FALSE
"330","Bladder","old vs mid","Epithelial cell","IL1RN",7.99e-110,-0.627831968,0.374,0.389,1.36e-105,"DOWN",FALSE,TRUE
"331","Bladder","old vs mid","Epithelial cell","HSPB1",3.19e-103,0.675067327,0.981,0.988,5.44e-99,"UP",FALSE,FALSE
"332","Bladder","old vs mid","Epithelial cell","PTGS2",6.89e-100,-0.725464214,0.536,0.61,1.17e-95,"DOWN",FALSE,FALSE
"333","Bladder","old vs mid","Epithelial cell","HSP90AA1",3.15e-99,0.846383463,0.968,0.925,5.37e-95,"UP",FALSE,FALSE
"334","Bladder","old vs mid","Epithelial cell","CLU",2.04e-98,0.61007389,0.811,0.531,3.47e-94,"UP",FALSE,FALSE
"335","Bladder","old vs mid","Epithelial cell","JUNB",3.63e-98,1.137020268,0.904,0.71,6.2e-94,"UP",FALSE,FALSE
"336","Bladder","old vs mid","Epithelial cell","NCOA7",8.86e-98,0.717141893,0.724,0.442,1.51e-93,"UP",FALSE,FALSE
"337","Bladder","old vs mid","Epithelial cell","TNNT3",1.56e-97,-0.662790628,0.125,0.323,2.66e-93,"DOWN",TRUE,TRUE
"338","Bladder","old vs mid","Epithelial cell","FRMD4B",7.21e-95,0.744030759,0.481,0.231,1.23e-90,"UP",FALSE,TRUE
"339","Bladder","old vs mid","Epithelial cell","ZFP36",1.89e-94,1.031279735,0.855,0.593,3.22e-90,"UP",FALSE,FALSE
"340","Bladder","old vs mid","Epithelial cell","ODC1",6.27e-94,-0.621556254,0.593,0.629,1.07e-89,"DOWN",FALSE,TRUE
"341","Bladder","old vs mid","Epithelial cell","ANXA2",8.74e-94,-0.598694256,0.921,0.979,1.49e-89,"DOWN",FALSE,FALSE
"342","Bladder","old vs mid","Epithelial cell","MGP",3.37e-93,0.62092265,0.493,0.233,5.75e-89,"UP",FALSE,FALSE
"343","Bladder","old vs mid","Epithelial cell","SPINK1",1.18e-81,-1.042402992,0.61,0.744,2.02e-77,"DOWN",FALSE,FALSE
"344","Bladder","old vs mid","Epithelial cell","TFPI2",3.73e-73,-0.704471383,0.124,0.254,6.37e-69,"DOWN",TRUE,TRUE
"345","Bladder","old vs mid","Epithelial cell","PLA2G2A",2.4e-72,0.639193597,0.317,0.123,4.09e-68,"UP",FALSE,FALSE
"346","Bladder","old vs mid","Epithelial cell","MMP7",7.44e-72,-1.201016593,0.333,0.461,1.27e-67,"DOWN",FALSE,FALSE
"347","Bladder","old vs mid","Epithelial cell","HLA-B",8.96e-71,-0.618187555,0.922,0.892,1.53e-66,"DOWN",FALSE,FALSE
"348","Bladder","old vs mid","Epithelial cell","LCN2",3.52e-67,-1.822441375,0.188,0.34,6e-63,"DOWN",FALSE,FALSE
"349","Bladder","old vs mid","Epithelial cell","DKK1",4.76e-65,-0.767912951,0.552,0.547,8.11e-61,"DOWN",FALSE,FALSE
"350","Bladder","old vs mid","Epithelial cell","GDF15",1.1e-61,0.685902686,0.747,0.524,1.88e-57,"UP",FALSE,FALSE
"351","Bladder","old vs mid","Epithelial cell","KRT13",7.1e-59,-0.623748108,0.823,0.913,1.21e-54,"DOWN",FALSE,FALSE
"352","Bladder","old vs mid","Epithelial cell","MMP13",2.01e-56,-0.85203314,0.033,0.149,3.43e-52,"DOWN",TRUE,TRUE
"353","Bladder","old vs mid","Epithelial cell","LY6D",5.49e-56,-0.585388193,0.792,0.895,9.36e-52,"DOWN",FALSE,FALSE
"354","Bladder","old vs mid","Epithelial cell","CRISPLD2",1.49e-55,0.638078197,0.133,0.027,2.54e-51,"UP",FALSE,FALSE
"355","Bladder","old vs mid","Epithelial cell","S100A9",3.6e-50,-0.775018965,0.266,0.159,6.14e-46,"DOWN",FALSE,FALSE
"356","Bladder","old vs mid","Epithelial cell","SFN",2.25e-47,-0.633585386,0.832,0.875,3.83e-43,"DOWN",FALSE,FALSE
"357","Bladder","old vs mid","Epithelial cell","OLFM4",2.31e-35,-0.593848275,0.018,0.105,3.94e-31,"DOWN",FALSE,TRUE
"358","Bladder","old vs mid","Epithelial cell","HAS2",1.25e-28,0.578871546,0.272,0.152,2.13e-24,"UP",FALSE,TRUE
"359","Bladder","old vs mid","Epithelial cell","CXCL1",4.44e-26,0.63443732,0.373,0.236,7.56e-22,"UP",FALSE,FALSE
"360","Bladder","old vs mid","Epithelial cell","APOD",4.9e-23,0.893424783,0.167,0.118,8.36e-19,"UP",FALSE,FALSE
"361","Bladder","old vs mid","Epithelial cell","H2AFJ",1.36e-19,0.914231164,0.809,0.696,2.32e-15,"UP",FALSE,TRUE
"362","Bladder","old vs mid","Fibroblast cell","A2M",0,1.555717964,0.863,0.367,0,"UP",FALSE,FALSE
"363","Bladder","old vs mid","Fibroblast cell","C1QTNF3",0,-1.893732643,0.059,0.555,0,"DOWN",FALSE,FALSE
"364","Bladder","old vs mid","Fibroblast cell","DDIT4",0,1.696592094,0.637,0.125,0,"UP",FALSE,FALSE
"365","Bladder","old vs mid","Fibroblast cell","DNAJB1",0,2.788015125,0.953,0.481,0,"UP",FALSE,FALSE
"366","Bladder","old vs mid","Fibroblast cell","EFEMP1",0,-1.772862968,0.455,0.871,0,"DOWN",FALSE,FALSE
"367","Bladder","old vs mid","Fibroblast cell","EGR1",0,1.313461874,0.944,0.792,0,"UP",FALSE,FALSE
"368","Bladder","old vs mid","Fibroblast cell","ELN",0,-1.935953991,0.345,0.783,0,"DOWN",FALSE,FALSE
"369","Bladder","old vs mid","Fibroblast cell","FBN1",0,-2.197434407,0.386,0.779,0,"DOWN",FALSE,FALSE
"370","Bladder","old vs mid","Fibroblast cell","FN1",0,-2.392079133,0.561,0.866,0,"DOWN",FALSE,FALSE
"371","Bladder","old vs mid","Fibroblast cell","FOS",0,1.408837266,0.984,0.868,0,"UP",FALSE,FALSE
"372","Bladder","old vs mid","Fibroblast cell","HSP90AA1",0,1.628977627,0.976,0.916,0,"UP",FALSE,FALSE
"373","Bladder","old vs mid","Fibroblast cell","HSPA1A",0,3.523416696,0.934,0.254,0,"UP",FALSE,FALSE
"374","Bladder","old vs mid","Fibroblast cell","HSPA1B",0,2.74030612,0.849,0.174,0,"UP",FALSE,FALSE
"375","Bladder","old vs mid","Fibroblast cell","HSPA8",0,1.586782782,0.914,0.643,0,"UP",FALSE,FALSE
"376","Bladder","old vs mid","Fibroblast cell","ID2",0,1.748023184,0.889,0.562,0,"UP",FALSE,FALSE
"377","Bladder","old vs mid","Fibroblast cell","IGFBP6",0,-2.133099445,0.66,0.885,0,"DOWN",FALSE,FALSE
"378","Bladder","old vs mid","Fibroblast cell","JUN",0,1.97753612,0.978,0.829,0,"UP",FALSE,FALSE
"379","Bladder","old vs mid","Fibroblast cell","MFAP4",0,1.854675446,0.899,0.798,0,"UP",FALSE,FALSE
"380","Bladder","old vs mid","Fibroblast cell","MFAP5",0,-2.956320066,0.177,0.761,0,"DOWN",FALSE,FALSE
"381","Bladder","old vs mid","Fibroblast cell","PCOLCE2",0,-1.811313819,0.165,0.689,0,"DOWN",FALSE,FALSE
"382","Bladder","old vs mid","Fibroblast cell","PI16",0,-3.189205394,0.145,0.771,0,"DOWN",FALSE,FALSE
"383","Bladder","old vs mid","Fibroblast cell","PLAC9",0,-1.911583417,0.749,0.975,0,"DOWN",FALSE,FALSE
"384","Bladder","old vs mid","Fibroblast cell","RNASE4",0,1.459597066,0.736,0.169,0,"UP",TRUE,TRUE
"385","Bladder","old vs mid","Fibroblast cell","S100A11",0,-1.347280457,0.917,0.996,0,"DOWN",FALSE,FALSE
"386","Bladder","old vs mid","Fibroblast cell","S100A4",0,-1.899781402,0.697,0.94,0,"DOWN",FALSE,TRUE
"387","Bladder","old vs mid","Fibroblast cell","TIMP1",0,-1.408243616,0.956,0.999,0,"DOWN",FALSE,FALSE
"388","Bladder","old vs mid","Fibroblast cell","TNXB",0,-1.887542153,0.322,0.777,0,"DOWN",FALSE,FALSE
"389","Bladder","old vs mid","Fibroblast cell","UBB",0,1.138005496,0.974,0.967,0,"UP",FALSE,FALSE
"390","Bladder","old vs mid","Fibroblast cell","ADM",1.97626258336499e-323,1.760530551,0.68,0.186,3.36992295715397e-319,"UP",FALSE,FALSE
